Count,GSR
678,533
679,532
680,530
681,531
682,531
683,532
684,532
685,532
686,530
687,529
688,526
689,528
690,530
691,532
692,529
693,532
694,531
695,530
696,530
697,528
698,529
699,525
700,527
701,524
702,526
703,525
704,529
705,528
706,529
707,528
708,530
709,527
710,529
711,526
712,528
713,529
714,530
715,528
716,529
717,526
718,527
719,525
720,528
721,526
722,529
723,526
724,527
725,532
726,532
727,529
728,530
729,528
730,532
731,532
732,533
733,531
734,532
735,531
736,534
737,533
738,533
739,533
740,536
741,534
742,530
743,530
744,530
745,533
746,534
747,534
748,532
749,534
750,537
751,533
752,534
753,536
754,539
755,541
756,542
757,543
758,541
759,539
760,538
761,538
762,537
763,540
764,538
765,539
766,538
767,539
768,534
769,535
770,532
771,532
772,532
773,533
774,528
775,529
776,526
777,527
778,528
779,525
780,524
781,525
782,522
783,524
784,524
785,525
786,526
787,532
788,533
789,530
790,529
791,525
792,528
793,528
794,530
795,530
796,529
797,527
798,527
799,527
800,527
801,527
802,528
803,527
804,528
805,529
806,529
807,531
808,530
809,532
810,534
811,534
812,536
813,534
814,532
815,531
816,534
817,536
818,536
819,535
820,532
821,531
822,528
823,529
824,527
825,527
826,528
827,530
828,527
829,529
830,527
831,528
832,527
833,528
834,525
835,528
836,525
837,527
838,526
839,530
840,532
841,530
842,526
843,528
844,524
845,525
846,526
847,526
848,527
849,523
850,526
851,524
852,527
853,526
854,525
855,525
856,527
857,522
858,522
859,520
860,522
861,523
862,522
863,525
864,523
865,523
866,522
867,522
868,520
869,522
870,525
871,526
872,523
873,521
874,523
875,525
876,528
877,521
878,521
879,521
880,524
881,521
882,519
883,518
884,515
885,516
886,514
887,514
888,512
889,514
890,512
891,513
892,511
893,511
894,516
895,518
896,514
897,514
898,513
899,514
900,515
901,514
902,515
903,516
904,514
905,517
906,515
907,517
908,514
909,513
910,511
911,514
912,516
913,517
914,515
915,517
916,515
917,517
918,520
919,521
920,521
921,521
922,523
923,521
924,523
925,522
926,525
927,527
928,529
929,523
930,521
931,521
932,520
933,519
934,519
935,516
936,518
937,520
938,518
939,518
940,515
941,516
942,514
943,516
944,513
945,512
946,512
947,513
948,515
949,512
950,513
951,512
952,513
953,510
954,513
955,512
956,514
957,512
958,514
959,512
960,514
961,511
962,512
963,511
964,513
965,512
966,513
967,513
968,514
969,512
970,513
971,512
972,514
973,512
974,514
975,512
976,514
977,510
978,513
979,510
980,513
981,512
982,513
983,511
984,510
985,508
986,509
987,509
988,509
989,508
990,511
991,509
992,508
993,507
994,506
995,508
996,507
997,510
998,511
999,511
1000,513
1001,512
1002,513
1003,512
1004,510
1005,510
1006,513
1007,511
1008,513
1009,516
1010,510
1011,512
1012,510
1013,516
1014,520
1015,524
1016,525
1017,528
1018,527
1019,524
1020,526
1021,527
1022,523
1023,525
1024,523
1025,521
1026,520
1027,520
1028,516
1029,518
1030,516
1031,519
1032,520
1033,520
1034,520
1035,520
1036,519
1037,517
1038,517
1039,514
1040,513
1041,509
1042,509
1043,507
1044,509
1045,504
1046,505
1047,505
1048,505
1049,503
1050,505
1051,501
1052,503
1053,504
1054,504
1055,503
1056,506
1057,501
1058,499
1059,500
1060,498
1061,499
1062,493
1063,495
1064,493
1065,492
1066,492
1067,492
1068,491
1069,494
1070,491
1071,493
1072,491
1073,494
1074,493
1075,495
1076,496
1077,495
1078,495
1079,498
1080,497
1081,497
1082,495
1083,495
1084,497
1085,493
1086,493
1087,495
1088,491
1089,491
1090,492
1091,495
1092,491
1093,491
1094,492
1095,494
1096,492
1097,493
1098,497
1099,494
1100,495
1101,496
1102,499
1103,494
1104,494
1105,495
1106,492
1107,490
1108,489
1109,492
1110,489
1111,491
1112,496
1113,492
1114,493
1115,492
1116,492
1117,494
1118,497
1119,495
1120,498
1121,497
1122,496
1123,498
1124,494
1125,494
1126,497
1127,493
1128,494
1129,494
1130,495
1131,499
1132,500
1133,498
1134,499
1135,496
1136,497
1137,500
1138,498
1139,499
1140,499
1141,502
1142,498
1143,500
1144,502
1145,498
1146,498
1147,501
1148,502
1149,502
1150,501
1151,502
1152,503
1153,498
1154,497
1155,496
1156,499
1157,500
1158,497
1159,499
1160,499
1161,498
1162,497
1163,497
1164,497
1165,498
1166,495
1167,496
1168,495
1169,495
1170,495
1171,493
1172,501
1173,496
1174,498
1175,492
1176,489
1177,491
1178,487
1179,492
1180,500
1181,502
1182,499
1183,507
1184,513
1185,515
1186,515
1187,514
1188,510
1189,508
1190,508
1191,504
1192,508
1193,507
1194,505
1195,504
1196,503
1197,504
1198,506
1199,503
1200,507
1201,510
1202,506
1203,506
1204,504
1205,506
1206,506
1207,503
1208,503
1209,504
1210,500
1211,501
1212,502
1213,505
1214,502
1215,502
1216,501
1217,502
1218,499
1219,499
1220,499
1221,499
1222,501
1223,497
1224,497
1225,500
1226,502
1227,501
1228,504
1229,501
1230,501
1231,504
1232,502
1233,502
1234,498
1235,499
1236,500
1237,499
1238,502
1239,498
1240,496
1241,498
1242,499
1243,502
1244,504
1245,501
1246,501
1247,501
1248,501
1249,500
1250,501
1251,498
1252,500
1253,499
1254,499
1255,497
1256,502
1257,503
1258,500
1259,504
1260,505
1261,507
1262,503
1263,504
1264,504
1265,505
1266,502
1267,506
1268,507
1269,508
1270,507
1271,508
1272,509
1273,509
1274,507
1275,507
1276,505
1277,505
1278,507
1279,505
1280,505
1281,508
1282,505
1283,505
1284,506
1285,508
1286,503
1287,504
1288,506
1289,504
1290,505
1291,505
1292,506
1293,504
1294,505
1295,506
1296,503
1297,503
1298,503
1299,506
1300,503
1301,502
1302,505
1303,505
1304,502
1305,506
1306,506
1307,505
1308,505
1309,504
1310,505
1311,502
1312,503
1313,504
1314,501
1315,501
1316,504
1317,501
1318,503
1319,504
1320,505
1321,503
1322,504
1323,508
1324,505
1325,505
1326,504
1327,505
1328,503
1329,506
1330,506
1331,506
1332,507
1333,507
1334,510
1335,508
1336,510
1337,509
1338,509
1339,511
1340,509
1341,508
1342,508
1343,509
1344,512
1345,510
1346,509
1347,511
1348,511
1349,508
1350,509
1351,510
1352,507
1353,507
1354,508
1355,509
1356,507
1357,508
1358,510
1359,508
1360,508
1361,509
1362,510
1363,508
1364,509
1365,510
1366,509
1367,509
1368,510
1369,507
1370,507
1371,508
1372,507
1373,510
1374,513
1375,511
1376,512
1377,514
1378,513
1379,514
1380,515
1381,516
1382,513
1383,512
1384,512
1385,512
1386,513
1387,510
1388,510
1389,513
1390,513
1391,517
1392,518
1393,516
1394,518
1395,519
1396,516
1397,515
1398,516
1399,516
1400,515
1401,517
1402,516
1403,513
1404,514
1405,514
1406,515
1407,513
1408,513
1409,514
1410,511
1411,512
1412,513
1413,514
1414,516
1415,513
1416,513
1417,515
1418,516
1419,514
1420,515
1421,517
1422,516
1423,518
1424,514
1425,514
1426,515
1427,513
1428,516
1429,516
1430,516
1431,515
1432,517
1433,517
1434,514
1435,515
1436,517
1437,519
1438,517
1439,516
1440,518
1441,519
1442,519
1443,518
1444,516
1445,516
1446,516
1447,517
1448,517
1449,516
1450,517
1451,516
1452,515
1453,513
1454,516
1455,516
1456,517
1457,515
1458,516
1459,517
1460,513
1461,514
1462,512
1463,513
1464,506
1465,508
1466,510
1467,510
1468,512
1469,511
1470,514
1471,512
1472,516
1473,517
1474,516
1475,517
1476,515
1477,516
1478,515
1479,516
1480,514
1481,515
1482,512
1483,512
1484,514
1485,516
1486,518
1487,518
1488,514
1489,513
1490,512
1491,512
1492,512
1493,514
1494,514
1495,515
1496,514
1497,515
1498,513
1499,516
1500,515
1501,517
1502,515
1503,516
1504,514
1505,513
1506,516
1507,512
1508,513
1509,512
1510,513
1511,512
1512,513
1513,511
1514,514
1515,511
1516,513
1517,510
1518,511
1519,511
1520,513
1521,510
1522,512
1523,509
1524,511
1525,511
1526,512
1527,510
1528,512
1529,510
1530,513
1531,509
1532,510
1533,511
1534,510
1535,510
1536,509
1537,514
1538,514
1539,512
1540,512
1541,513
1542,511
1543,512
1544,511
1545,512
1546,510
1547,511
1548,511
1549,512
1550,510
1551,512
1552,512
1553,514
1554,513
1555,514
1556,513
1557,514
1558,513
1559,514
1560,513
1561,511
1562,512
1563,509
1564,510
1565,508
1566,509
1567,508
1568,510
1569,509
1570,510
1571,511
1572,513
1573,512
1574,512
1575,514
1576,511
1577,513
1578,512
1579,513
1580,513
1581,514
1582,512
1583,514
1584,516
1585,514
1586,513
1587,512
1588,512
1589,511
1590,513
1591,515
1592,512
1593,513
1594,510
1595,512
1596,509
1597,511
1598,510
1599,511
1600,510
1601,512
1602,510
1603,511
1604,510
1605,512
1606,511
1607,513
1608,511
1609,511
1610,512
1611,513
1612,514
1613,513
1614,513
1615,512
1616,513
1617,511
1618,514
1619,516
1620,515
1621,514
1622,515
1623,514
1624,513
1625,510
1626,512
1627,511
1628,511
1629,510
1630,512
1631,510
1632,513
1633,511
1634,514
1635,512
1636,515
1637,515
1638,516
1639,513
1640,515
1641,514
1642,515
1643,513
1644,514
1645,516
1646,516
1647,515
1648,514
1649,511
1650,515
1651,515
1652,516
1653,514
1654,516
1655,517
1656,514
1657,512
1658,510
1659,517
1660,513
1661,513
1662,513
1663,516
1664,513
1665,515
1666,515
1667,517
1668,517
1669,516
1670,515
1671,515
1672,514
1673,515
1674,512
1675,513
1676,511
1677,512
1678,509
1679,512
1680,513
1681,516
1682,516
1683,514
1684,515
1685,513
1686,512
1687,510
1688,511
1689,510
1690,511
1691,512
1692,514
1693,513
1694,514
1695,512
1696,513
1697,511
1698,513
1699,513
1700,513
1701,511
1702,511
1703,514
1704,512
1705,512
1706,513
1707,514
1708,514
1709,515
1710,513
1711,513
1712,512
1713,514
1714,510
1715,512
1716,511
1717,513
1718,511
1719,512
1720,511
1721,512
1722,510
1723,512
1724,510
1725,513
1726,513
1727,515
1728,512
1729,514
1730,510
1731,513
1732,515
1733,515
1734,517
1735,518
1736,518
1737,515
1738,517
1739,515
1740,516
1741,515
1742,516
1743,512
1744,512
1745,512
1746,514
1747,512
1748,514
1749,514
1750,516
1751,516
1752,515
1753,513
1754,512
1755,513
1756,515
1757,515
1758,516
1759,513
1760,515
1761,515
1762,514
1763,514
1764,512
1765,510
1766,516
1767,518
1768,521
1769,524
1770,520
1771,519
1772,519
1773,517
1774,515
1775,516
1776,518
1777,520
1778,513
1779,519
1780,521
1781,522
1782,521
1783,517
1784,515
1785,513
1786,512
1787,512
1788,513
1789,514
1790,515
1791,517
1792,518
1793,514
1794,514
1795,511
1796,512
1797,511
1798,514
1799,513
1800,512
1801,509
1802,510
1803,508
1804,510
1805,508
1806,508
1807,507
1808,507
1809,505
1810,506
1811,506
1812,507
1813,507
1814,509
1815,508
1816,508
1817,507
1818,508
1819,507
1820,508
1821,508
1822,509
1823,506
1824,506
1825,506
1826,508
1827,506
1828,507
1829,507
1830,508
1831,506
1832,507
1833,505
1834,505
1835,502
1836,504
1837,501
1838,502
1839,501
1840,502
1841,504
1842,502
1843,503
1844,501
1845,503
1846,503
1847,503
1848,500
1849,502
1850,500
1851,502
1852,501
1853,503
1854,501
1855,502
1856,500
1857,503
1858,503
1859,506
1860,507
1861,505
1862,505
1863,508
1864,506
1865,507
1866,506
1867,505
1868,504
1869,505
1870,502
1871,502
1872,503
1873,505
1874,507
1875,503
1876,501
1877,503
1878,505
1879,501
1880,504
1881,504
1882,508
1883,504
1884,507
1885,504
1886,506
1887,505
1888,510
1889,509
1890,505
1891,505
1892,501
1893,503
1894,502
1895,503
1896,503
1897,507
1898,507
1899,507
1900,508
1901,510
1902,508
1903,509
1904,507
1905,507
1906,503
1907,502
1908,502
1909,500
1910,500
1911,498
1912,498
1913,500
1914,498
1915,500
1916,500
1917,503
1918,497
1919,495
1920,497
1921,498
1922,500
1923,497
1924,497
1925,497
1926,498
1927,500
1928,498
1929,499
1930,500
1931,502
1932,500
1933,502
1934,503
1935,503
1936,501
1937,502
1938,500
1939,501
1940,503
1941,501
1942,505
1943,504
1944,503
1945,503
1946,501
1947,503
1948,502
1949,502
1950,499
1951,500
1952,499
1953,500
1954,499
1955,500
1956,499
1957,501
1958,500
1959,501
1960,500
1961,501
1962,499
1963,501
1964,501
1965,502
1966,502
1967,498
1968,501
1969,502
1970,502
1971,503
1972,503
1973,504
1974,504
1975,504
1976,505
1977,509
1978,507
1979,508
1980,505
1981,504
1982,507
1983,504
1984,507
1985,507
1986,509
1987,508
1988,512
1989,515
1990,518
1991,515
1992,508
1993,509
1994,505
1995,508
1996,507
1997,507
1998,508
1999,511
2000,508
2001,509
2002,506
2003,506
2004,503
2005,504
2006,502
2007,502
2008,500
2009,501
2010,500
2011,501
2012,501
2013,501
2014,499
2015,501
2016,499
2017,501
2018,501
2019,503
2020,501
2021,504
2022,504
2023,505
2024,503
2025,503
2026,503
2027,504
2028,499
2029,500
2030,497
2031,498
2032,496
2033,497
2034,495
2035,497
2036,494
2037,495
2038,497
2039,501
2040,502
2041,502
2042,501
2043,502
2044,504
2045,502
2046,503
2047,503
2048,503
2049,503
2050,504
2051,501
2052,502
2053,502
2054,505
2055,502
2056,505
2057,508
2058,512
2059,514
2060,510
2061,507
2062,506
2063,507
2064,502
2065,504
2066,502
2067,504
2068,503
2069,504
2070,502
2071,501
2072,502
2073,502
2074,502
2075,499
2076,499
2077,498
2078,500
2079,499
2080,499
2081,499
2082,500
2083,498
2084,502
2085,501
2086,502
2087,499
2088,500
2089,498
2090,499
2091,496
2092,497
2093,498
2094,497
2095,499
2096,500
2097,498
2098,499
2099,497
2100,497
2101,499
2102,499
2103,498
2104,500
2105,499
2106,504
2107,504
2108,506
2109,505
2110,505
2111,502
2112,504
2113,501
2114,500
2115,500
2116,499
2117,498
2118,498
2119,497
2120,498
2121,495
2122,496
2123,495
2124,496
2125,496
2126,497
2127,495
2128,496
2129,494
2130,496
2131,494
2132,495
2133,497
2134,494
2135,496
2136,494
2137,494
2138,492
2139,494
2140,496
2141,498
2142,496
2143,498
2144,496
2145,497
2146,494
2147,495
2148,497
2149,494
2150,495
2151,496
2152,497
2153,500
2154,501
2155,499
2156,499
2157,500
2158,498
2159,498
2160,498
2161,498
2162,500
2163,497
2164,499
2165,496
2166,497
2167,498
2168,499
2169,497
2170,499
2171,498
2172,500
2173,499
2174,500
2175,499
2176,500
2177,499
2178,500
2179,498
2180,500
2181,499
2182,502
2183,499
2184,500
2185,498
2186,500
2187,498
2188,499
2189,497
2190,499
2191,497
2192,499
2193,498
2194,499
2195,498
2196,500
2197,498
2198,500
2199,498
2200,499
2201,501
2202,501
2203,500
2204,500
2205,500
2206,501
2207,502
2208,499
2209,500
2210,501
2211,502
2212,500
2213,499
2214,501
2215,502
2216,503
2217,500
2218,502
2219,502
2220,503
2221,501
2222,501
2223,500
2224,501
2225,503
2226,500
2227,500
2228,501
2229,502
2230,500
2231,502
2232,504
2233,506
2234,506
2235,501
2236,503
2237,500
2238,502
2239,499
2240,500
2241,499
2242,500
2243,497
2244,499
2245,498
2246,500
2247,498
2248,501
2249,499
2250,500
2251,498
2252,500
2253,498
2254,499
2255,498
2256,500
2257,499
2258,497
2259,498
2260,497
2261,498
2262,497
2263,500
2264,501
2265,503
2266,500
2267,502
2268,498
2269,498
2270,497
2271,500
2272,501
2273,500
2274,499
2275,500
2276,504
2277,504
2278,502
2279,501
2280,500
2281,499
2282,500
2283,495
2284,497
2285,497
2286,497
2287,498
2288,495
2289,497
2290,497
2291,498
2292,498
2293,499
2294,496
2295,496
2296,497
2297,499
2298,497
2299,499
2300,497
2301,499
2302,497
2303,498
2304,496
2305,496
2306,497
2307,495
2308,497
2309,495
2310,497
2311,496
2312,498
2313,496
2314,497
2315,496
2316,498
2317,496
2318,498
2319,496
2320,497
2321,496
2322,498
2323,495
2324,497
2325,495
2326,498
2327,499
2328,498
2329,497
2330,497
2331,498
2332,496
2333,498
2334,496
2335,497
2336,496
2337,498
2338,495
2339,496
2340,496
2341,498
2342,498
2343,499
2344,501
2345,498
2346,501
2347,499
2348,500
2349,499
2350,502
2351,501
2352,501
2353,502
2354,502
2355,503
2356,504
2357,501
2358,501
2359,499
2360,500
2361,499
2362,500
2363,497
2364,500
2365,502
2366,503
2367,503
2368,505
2369,504
2370,506
2371,506
2372,507
2373,509
2374,509
2375,505
2376,508
2377,503
2378,506
2379,504
2380,505
2381,503
2382,501
2383,504
2384,502
2385,502
2386,499
2387,500
2388,497
2389,499
2390,498
2391,500
2392,500
2393,501
2394,497
2395,500
2396,500
2397,502
2398,499
2399,500
2400,498
2401,499
2402,504
2403,504
2404,504
2405,502
2406,504
2407,503
2408,503
2409,502
2410,503
2411,501
2412,503
2413,505
2414,503
2415,504
2416,501
2417,503
2418,503
2419,504
2420,501
2421,502
2422,502
2423,503
2424,502
2425,503
2426,499
2427,501
2428,498
2429,500
2430,496
2431,498
2432,497
2433,499
2434,497
2435,498
2436,497
2437,499
2438,496
2439,497
2440,496
2441,498
2442,495
2443,496
2444,497
2445,497
2446,499
2447,495
2448,496
2449,497
2450,498
2451,499
2452,498
2453,498
2454,499
2455,499
2456,501
2457,499
2458,499
2459,500
2460,502
2461,498
2462,500
2463,498
2464,501
2465,503
2466,499
2467,500
2468,503
2469,505
2470,505
2471,504
2472,503
2473,504
2474,501
2475,502
2476,502
2477,503
2478,500
2479,501
2480,503
2481,504
2482,501
2483,501
2484,500
2485,502
2486,499
2487,500
2488,499
2489,500
2490,501
2491,498
2492,500
2493,500
2494,499
2495,501
2496,500
2497,499
2498,500
2499,500
2500,500
2501,502
2502,501
2503,502
2504,500
2505,499
2506,500
2507,500
2508,499
2509,500
2510,498
2511,499
2512,500
2513,498
2514,499
2515,498
2516,499
2517,499
2518,500
2519,499
2520,500
2521,498
2522,498
2523,500
2524,501
2525,498
2526,498
2527,500
2528,500
2529,502
2530,500
2531,502
2532,500
2533,500
2534,501
2535,502
2536,502
2537,499
2538,500
2539,500
2540,501
2541,499
2542,501
2543,500
2544,500
2545,500
2546,502
2547,500
2548,501
2549,502
2550,503
2551,500
2552,501
2553,502
2554,502
2555,504
2556,501
2557,502
2558,502
2559,507
2560,504
2561,505
2562,502
2563,503
2564,503
2565,502
2566,503
2567,500
2568,501
2569,502
2570,502
2571,503
2572,501
2573,501
2574,503
2575,504
2576,501
2577,503
2578,501
2579,503
2580,501
2581,503
2582,501
2583,500
2584,500
2585,502
2586,500
2587,500
2588,501
2589,501
2590,502
2591,501
2592,501
2593,503
2594,504
2595,502
2596,502
2597,500
2598,500
2599,501
2600,503
2601,500
2602,501
2603,502
2604,504
2605,503
2606,504
2607,501
2608,501
2609,502
2610,499
2611,501
2612,499
2613,500
2614,501
2615,503
2616,500
2617,500
2618,501
2619,502
2620,501
2621,498
2622,501
2623,499
2624,500
2625,501
2626,502
2627,500
2628,503
2629,503
2630,504
2631,501
2632,502
2633,504
2634,502
2635,503
2636,506
2637,503
2638,504
2639,502
2640,502
2641,502
2642,502
2643,499
2644,500
2645,501
2646,502
2647,502
2648,499
2649,498
2650,501
2651,502
2652,500
2653,501
2654,503
2655,504
2656,502
2657,503
2658,499
2659,502
2660,501
2661,499
2662,499
2663,500
2664,497
2665,499
2666,497
2667,499
2668,499
2669,500
2670,497
2671,500
2672,502
2673,505
2674,508
2675,505
2676,504
2677,506
2678,503
2679,500
2680,510
2681,504
2682,504
2683,503
2684,502
2685,502
2686,499
2687,500
2688,501
2689,501
2690,501
2691,502
2692,500
2693,501
2694,503
2695,501
2696,502
2697,502
2698,503
2699,502
2700,505
2701,506
2702,505
2703,507
2704,509
2705,508
2706,505
2707,506
2708,508
2709,508
2710,509
2711,508
2712,508
2713,509
2714,509
2715,507
2716,508
2717,509
2718,509
2719,510
2720,507
2721,507
2722,509
2723,508
2724,508
2725,505
2726,507
2727,506
2728,507
2729,507
2730,505
2731,506
2732,506
2733,505
2734,507
2735,506
2736,507
2737,505
2738,504
2739,505
2740,505
2741,506
2742,506
2743,505
2744,505
2745,505
2746,505
2747,506
2748,507
2749,506
2750,510
2751,510
2752,513
2753,515
2754,516
2755,516
2756,516
2757,514
2758,513
2759,516
2760,516
2761,519
2762,515
2763,513
2764,514
2765,514
2766,511
2767,512
2768,509
2769,510
2770,508
2771,504
2772,507
2773,507
2774,508
2775,504
2776,505
2777,504
2778,503
2779,503
2780,503
2781,506
2782,504
2783,505
2784,504
2785,505
2786,503
2787,504
2788,502
2789,502
2790,502
2791,503
2792,504
2793,502
2794,502
2795,504
2796,504
2797,505
2798,503
2799,506
2800,509
2801,511
2802,512
2803,513
2804,509
2805,510
2806,505
2807,505
2808,505
2809,510
2810,510
2811,508
2812,510
2813,515
2814,518
2815,514
2816,517
2817,515
2818,515
2819,509
2820,510
2821,508
2822,509
2823,507
2824,506
2825,507
2826,517
2827,512
2828,506
2829,507
2830,513
2831,513
2832,514
2833,518
2834,521
2835,510
2836,507
2837,508
2838,509
2839,504
2840,504
2841,506
2842,505
2843,502
2844,505
2845,504
2846,503
2847,504
2848,501
2849,507
2850,509
2851,508
2852,506
2853,506
2854,507
2855,509
2856,508
2857,508
2858,508
2859,507
2860,504
2861,506
2862,509
2863,510
2864,505
2865,508
2866,506
2867,508
2868,510
2869,510
2870,514
2871,515
2872,509
2873,507
2874,506
2875,507
2876,504
2877,504
2878,503
2879,514
2880,513
2881,516
2882,511
2883,508
2884,506
2885,502
2886,503
2887,500
2888,501
2889,498
2890,499
2891,506
2892,504
2893,506
2894,508
2895,507
2896,509
2897,506
2898,506
2899,508
2900,509
2901,505
2902,503
2903,504
2904,500
2905,502
2906,501
2907,503
2908,506
2909,510
2910,509
2911,505
2912,507
2913,506
2914,508
2915,509
2916,512
2917,510
2918,506
2919,510
2920,513
2921,511
2922,510
2923,511
2924,508
2925,507
2926,511
2927,513
2928,512
2929,513
2930,512
2931,516
2932,515
2933,512
2934,510
2935,514
2936,512
2937,509
2938,509
2939,507
2940,506
2941,507
2942,510
2943,512
2944,511
2945,507
2946,511
2947,511
2948,506
2949,505
2950,508
2951,506
2952,504
2953,503
2954,507
2955,507
2956,510
2957,506
2958,504
2959,502
2960,501
2961,501
2962,498
2963,500
2964,501
2965,500
2966,505
2967,507
2968,503
2969,501
2970,499
2971,499
2972,500
2973,498
2974,503
2975,499
2976,497
2977,498
2978,496
2979,495
2980,496
2981,496
2982,492
2983,492
2984,493
2985,492
2986,495
2987,492
2988,493
2989,494
2990,496
2991,494
2992,497
2993,499
2994,498
