Count,Date,Time,Lat,Long,Speed,Altitude,GSR,normalised_gsr,time_audio,rms,centroid_hz,bandwidth_hz,flatness,2D_x,2D_y,3D_x,3D_y,3D_z
31,27/5/2018,15:17:8,51.538063,-0.029481,2.56,62.2,549,0.6832080975100929,0.2268292682926829,443.3722349318063,2.284663471557678,4.792915497909108,2.5361595653286093e-10,-5.966282,9.641097,10.444124,1.217752,0.8320962
32,27/5/2018,15:17:9,51.538052,-0.029482,0.83,62.2,544,0.5842106279819969,0.2341463414634146,451.5692689476944,2.3155781375961246,4.793755513162104,2.352429661763327e-10,-5.878345,9.9379015,10.532032,0.9518555,1.0551449
33,27/5/2018,15:17:10,51.538059,-0.029475,4.72,62.2,550,0.7030075914157121,0.2414634146341463,454.3665748224026,2.2661262824154678,4.696587429450561,1.98586087323244e-10,-5.9586186,9.579951,10.424029,1.2552735,0.8099708
34,27/5/2018,15:17:12,51.538006,-0.029468,0.81,62.2,548,0.6634086036044737,0.248780487804878,457.1638806971108,2.2166744272348105,4.59941934573902,1.6192920847015528e-10,-5.945186,9.6095915,10.443544,1.2601196,0.80511534
35,27/5/2018,15:17:13,51.538021,-0.02945,1.24,62.2,547,0.6436091096988544,0.2560975609756097,459.3574518561363,2.174484024582481,4.510144234405795,1.2698994033683654e-10,-5.918405,9.598763,10.447438,1.2619492,0.8050028
36,27/5/2018,15:17:15,51.538017,-0.029449,1.63,62.2,545,0.604010121887616,0.2634146341463415,455.63974118232727,2.2033918895892453,4.498150722117683,1.0886812659186732e-10,-5.900615,9.826571,10.494271,1.0814507,0.94639945
37,27/5/2018,15:17:16,51.537971,-0.029442,1.26,62.2,548,0.6634086036044737,0.2707317073170732,451.9220305085182,2.232299754596009,4.48615720982957,9.074631284689816e-11,-5.9481916,9.626912,10.448765,1.2318113,0.8249722
38,27/5/2018,15:17:16,51.537971,-0.029442,1.26,59.8,549,0.6832080975100929,0.2780487804878049,448.2043198347092,2.2612076196027737,4.474163697541458,7.262449910192897e-11,-5.9620304,9.61446,10.428014,1.2474118,0.80686235
39,27/5/2018,15:17:17,51.537968,-0.029432,1.24,59.8,547,0.6436091096988544,0.2853658536585366,433.308258735552,2.2355251664007745,4.461499628907952,6.93843296166709e-11,-5.933592,10.243201,10.5319805,0.71009076,1.2294331
40,27/5/2018,15:17:17,51.537968,-0.029432,1.24,60.8,547,0.6436091096988544,0.2926829268292683,417.430576336093,2.205048891471514,4.448776675701441,6.745098434366168e-11,-5.93277,10.46133,10.576679,0.51760054,1.3917658
41,27/5/2018,15:17:18,51.537975,-0.029417,2.28,60.8,544,0.5842106279819969,0.3,401.552893936634,2.1745726165422536,4.43605372249493,6.551763907065248e-11,-5.714121,11.312835,10.824306,-0.09029439,1.9746386
42,27/5/2018,15:17:18,51.537975,-0.029417,2.28,63.6,545,0.604010121887616,0.3073170731707317,387.1394965939406,2.1484752117905552,4.42778499059018,7.158629830806869e-11,-5.549767,11.766525,10.881636,-0.47978035,2.3640416
43,27/5/2018,15:17:19,51.537975,-0.0294,5.15,63.6,542,0.5446116401707585,0.3146341463414634,373.2249770745999,2.1238696758610054,4.4210337994248405,8.038121810122577e-11,-5.586045,12.607858,11.254696,-0.91846275,2.9557688
44,27/5/2018,15:17:19,51.537975,-0.0294,5.15,65.8,544,0.5842106279819969,0.3219512195121951,359.3104575552591,2.099264139931456,4.4142826082595015,8.917613789438284e-11,-5.059735,12.644975,10.92248,-1.3056939,3.278629
45,27/5/2018,15:17:20,51.537979,-0.029381,2.89,65.8,542,0.5446116401707585,0.3292682926829268,355.9358049485742,2.089386530386581,4.411810490574736,9.513011484773587e-11,-5.136155,13.3944025,11.401723,-1.3801416,3.7050426
46,27/5/2018,15:17:21,51.537987,-0.029371,2.07,65.8,542,0.5446116401707585,0.3365853658536585,360.43195868701474,2.090507224463535,4.412533836265481,9.896257441239976e-11,-5.2804527,13.166931,11.371581,-1.2653495,3.493628
47,27/5/2018,15:17:21,51.537987,-0.029371,2.07,60.5,545,0.604010121887616,0.3439024390243902,364.92811242545525,2.091627918540489,4.413257181956226,1.0279503397706365e-10,-5.152925,12.45783,10.850546,-1.2170265,3.170549
48,27/5/2018,15:17:22,51.538002,-0.029352,4.04,60.5,542,0.5446116401707585,0.351219512195122,374.7098668493877,2.118253852050369,4.42153643037735,9.853464379804039e-11,-5.6122265,12.553055,11.242943,-0.88927513,2.9205587
49,27/5/2018,15:17:22,51.538002,-0.029352,4.04,62.9,544,0.5842106279819969,0.3585365853658537,392.4500541236344,2.18328256084278,4.441192464159556,8.208899690267032e-11,-5.680889,11.6093445,10.915732,-0.3449477,2.2332664
50,27/5/2018,15:17:23,51.538006,-0.029342,2.59,62.9,546,0.6238096157932352,0.3658536585365854,410.190241397881,2.2483112696351903,4.460848497941763,6.564335000730026e-11,-5.776645,10.889261,10.672524,0.23078687,1.6600872
51,27/5/2018,15:17:23,51.538006,-0.029342,2.59,62.7,547,0.6436091096988544,0.373170731707317,424.4871358464404,2.2929441485441098,4.472153458851662,5.3681931318655025e-11,-5.9351406,10.339728,10.554653,0.63518286,1.2855173
52,27/5/2018,15:17:24,51.538013,-0.029328,3.22,62.7,549,0.6832080975100929,0.3804878048780488,426.9712065487373,2.267605533371823,4.454808590389857,5.710444891590668e-11,-6.0169916,10.307571,10.504239,0.7115431,1.2165668
53,27/5/2018,15:17:24,51.538013,-0.029328,3.22,62.6,548,0.6634086036044737,0.3878048780487805,429.4552772510343,2.242266918199536,4.437463721928052,6.052696651315831e-11,-6.0123696,10.295527,10.516988,0.701514,1.2269317
54,27/5/2018,15:17:25,51.538002,-0.029328,1.78,62.6,546,0.6238096157932352,0.3951219512195122,431.2571709941072,2.2172171536507266,4.4203809432730665,6.386295174447273e-11,-5.870118,10.224948,10.593354,0.66386265,1.2681779
55,27/5/2018,15:17:26,51.53801,-0.029313,1.44,62.6,544,0.5842106279819969,0.4024390243902439,420.6990434730925,2.197400928288572,4.408046838025455,6.563110055364705e-11,-5.7930083,10.653635,10.6414995,0.4369338,1.4828418
56,27/5/2018,15:17:30,51.538025,-0.029269,2.2,62.6,546,0.6238096157932352,0.4097560975609756,410.1409159520777,2.177584702926416,4.395712732777843,6.739924936282139e-11,-5.772222,10.899453,10.668205,0.24066022,1.6506058
57,27/5/2018,15:17:30,51.538025,-0.029269,2.2,61.0,546,0.6238096157932352,0.4170731707317073,399.5827884310629,2.1577684775642605,4.383378627530232,6.916739817199572e-11,-5.646305,11.206049,10.7487335,-0.049199652,1.92677
58,27/5/2018,15:17:31,51.538033,-0.029252,3.09,61.0,544,0.5842106279819969,0.424390243902439,391.6379380953021,2.1534298198126978,4.3854881994210615,6.363937742052228e-11,-5.6612306,11.66449,10.941142,-0.38489798,2.2761471
59,27/5/2018,15:17:31,51.538033,-0.029252,3.09,64.0,545,0.604010121887616,0.4317073170731708,384.0531213036397,2.151223520447114,4.389587689679261,5.710615683793796e-11,-5.538504,11.809499,10.889329,-0.52943456,2.4157822
60,27/5/2018,15:17:32,51.53804,-0.029234,4.07,64.0,543,0.5644111340763777,0.4390243902439024,376.4683045119774,2.149017221081531,4.39368717993746,5.057293625535368e-11,-5.6004996,12.424688,11.1571045,-0.8228806,2.8160853
61,27/5/2018,15:17:33,51.538052,-0.029205,4.26,64.0,545,0.604010121887616,0.4463414634146341,371.9238034326856,2.1427794479167126,4.383491433256529,4.853121406475909e-11,-5.32048,12.170654,10.880638,-0.87974215,2.785192
62,27/5/2018,15:17:34,51.538048,-0.029202,1.65,64.0,543,0.5644111340763777,0.4536585365853658,368.64832635332897,2.134858942598282,4.367328872442871,4.8364237721088836e-11,-5.391699,12.732815,11.161847,-1.0899309,3.1137962
63,27/5/2018,15:17:34,51.538048,-0.029202,1.65,62.7,544,0.5842106279819969,0.4609756097560976,365.3728492739724,2.126938437279851,4.351166311629213,4.81972613774186e-11,-5.1770597,12.532102,10.963959,-1.1924062,3.1424603
64,27/5/2018,15:17:35,51.538067,-0.029182,3.28,62.7,543,0.5644111340763777,0.4682926829268293,363.1004403277141,2.148593141669201,4.363967623049192,4.9990790438870623e-11,-5.3340144,12.918892,11.227403,-1.2086016,3.2862053
65,27/5/2018,15:17:36,51.538094,-0.029164,3.83,62.7,543,0.5644111340763777,0.475609756097561,361.7099904359841,2.1962521852760464,4.402235748265509,5.3508116156246905e-11,-5.306702,12.950848,11.232341,-1.219612,3.3048625
66,27/5/2018,15:17:36,51.538094,-0.029164,3.83,59.9,545,0.604010121887616,0.4829268292682927,360.3195405442541,2.243911228882891,4.440503873481826,5.7025441873623186e-11,-5.041784,12.564161,10.841083,-1.2923077,3.283104
67,27/5/2018,15:17:37,51.538078,-0.029188,7.69,59.9,544,0.5842106279819969,0.4902439024390244,355.76313970292483,2.252476965698944,4.45248313354665,6.183147762552282e-11,-4.98708,12.760577,10.92071,-1.409553,3.426173
68,27/5/2018,15:17:37,51.538078,-0.029188,7.69,63.2,545,0.604010121887616,0.4975609756097561,345.54725132337427,2.191159092145616,4.417468139092876,6.894122512055262e-11,-4.6616874,13.052716,10.828568,-1.5868636,3.7790024
69,27/5/2018,15:17:38,51.538074,-0.029203,7.52,63.2,542,0.5446116401707585,0.5048780487804878,335.33136294382376,2.129841218592289,4.382453144639102,7.605097261558235e-11,-4.1652102,14.25737,11.2785015,-1.8985883,4.819219
70,27/5/2018,15:17:39,51.538067,-0.0292,5.57,63.2,541,0.5248121462651393,0.5121951219512195,327.20881618523015,2.087936286686717,4.364867424243388,8.664237794109904e-11,-3.7994418,14.762409,11.349303,-2.0684454,5.3446364
71,27/5/2018,15:17:39,51.538067,-0.0292,5.57,65.8,541,0.5248121462651393,0.5195121951219512,328.2877522939589,2.1313627924155347,4.423893741285591,1.1253774252313642e-10,-3.8260355,14.762568,11.378201,-2.0480113,5.3151436
72,27/5/2018,15:17:40,51.538074,-0.02918,2.39,65.8,539,0.4852131584539009,0.526829268292683,329.36668840268766,2.1747892981443515,4.482920058327793,1.3843310710517376e-10,-3.7417026,14.939159,11.469415,-2.045365,5.455362
73,27/5/2018,15:17:41,51.538097,-0.029119,2.11,65.8,542,0.5446116401707585,0.5341463414634147,330.4439255653358,2.218223253046071,4.542236440652152,1.6427717720217764e-10,-3.8914783,14.399356,11.190842,-2.0230215,5.088727
74,27/5/2018,15:17:41,51.538097,-0.029119,2.11,62.6,545,0.604010121887616,0.5414634146341464,331.38060182187616,2.262273509138781,4.625551135434366,1.8587744028426158e-10,-3.9431574,13.875796,10.866474,-1.9989513,4.798848
75,27/5/2018,15:17:42,51.53812,-0.029067,1.2,62.6,546,0.6238096157932352,0.5487804878048781,332.3172780784165,2.306323765231491,4.70886583021658,2.074777033663456e-10,-4.0334315,13.754185,10.835664,-1.9337882,4.6257114
76,27/5/2018,15:17:43,51.538128,-0.029046,2.04,62.6,542,0.5446116401707585,0.5560975609756098,333.25395433495686,2.350374021324201,4.792180524998794,2.2907796644842958e-10,-4.0274863,14.372001,11.24258,-1.9542819,4.943292
77,27/5/2018,15:17:43,51.538128,-0.029046,2.04,63.8,544,0.5842106279819969,0.5634146341463415,325.34273852080827,2.29959819751544,4.744071763755756,2.1424721540259437e-10,-3.7642474,14.111244,10.905197,-2.0717242,5.022311
78,27/5/2018,15:17:44,51.538155,-0.029025,3.17,63.8,538,0.4654136645482817,0.5707317073170732,315.7279804799614,2.2305648915839527,4.670659189454318,1.9240216417853402e-10,-3.3652797,15.2733135,11.445992,-2.154958,6.030838
79,27/5/2018,15:17:45,51.53817,-0.029009,2.5,63.8,540,0.5050126523595201,0.578048780487805,306.11322243911457,2.1615315856524653,4.597246615152878,1.705571129544737e-10,-2.9612615,15.386927,11.314646,-2.2490373,6.383623
80,27/5/2018,15:17:46,51.538189,-0.028981,3.41,63.8,541,0.5248121462651393,0.5853658536585367,299.49519927327225,2.1515670942037377,4.547376557540181,1.4878376451555219e-10,-2.687112,15.132221,11.04187,-2.2918227,6.5673175
