Count,Date,Time,Lat,Long,Speed,Altitude,GSR,normalised_gsr,time_audio,rms,centroid_hz,bandwidth_hz,flatness,2D_x,2D_y,3D_x,3D_y,3D_z
860,27/5/2018,15:26:15,51.541767,-0.022199,5.52,9.1,522,0.1486217620583746,6.2926829268292686,26.55981252106226,2.058263852485224,5.629650123052377,1.302439135073943e-09,3.245524,2.1550763,12.260062,9.101795,8.506619
861,27/5/2018,15:26:16,51.541779,-0.02218,5.67,9.1,523,0.1684212559639938,6.300000000000001,27.51240201294431,2.266239467747253,5.644839689998435,1.2052137894451216e-09,3.1704295,2.608303,12.343801,8.683827,8.686188
862,27/5/2018,15:26:17,51.541786,-0.022164,4.7,9.1,522,0.1486217620583746,6.307317073170732,28.464991504826248,2.474215083009257,5.660029256944492,1.107988443816312e-09,3.1603594,2.2151446,12.24789,9.060304,8.501624
863,27/5/2018,15:26:18,51.541794,-0.022143,4.19,9.1,525,0.2080202437752321,6.314634146341464,29.417580996708296,2.682190698271285,5.675218823890551,1.0107630981874904e-09,2.5362895,3.087068,12.114182,7.9822707,8.526679
864,27/5/2018,15:26:19,51.541801,-0.022124,4.19,9.1,523,0.1684212559639938,6.321951219512195,28.88699118393219,2.55999443246418,5.524207525729509,9.52719348280667e-10,3.147897,2.638778,12.368433,8.618151,8.723074
865,27/5/2018,15:26:19,51.541801,-0.022124,4.19,9.4,523,0.1684212559639938,6.329268292682928,28.06732072272307,2.3734456631033582,5.340802670225528,9.023123291874187e-10,3.223637,2.629199,12.3682785,8.637636,8.7214575
866,27/5/2018,15:26:20,51.541809,-0.022106,4.87,9.4,522,0.1486217620583746,6.336585365853659,27.247650261514057,2.186896893742559,5.157397814721568,8.519053100941763e-10,3.2397175,2.1594672,12.286457,9.081451,8.536355
867,27/5/2018,15:26:20,51.541809,-0.022106,4.87,9.6,522,0.1486217620583746,6.343902439024391,27.573960700776595,2.272183328177372,5.270261138642866,8.90158496734146e-10,3.243159,2.188995,12.294394,9.068776,8.547774
868,27/5/2018,15:26:21,51.541821,-0.022083,5.44,9.6,520,0.1090227742471362,6.351219512195122,28.48148633357959,2.495338334872124,5.533384878923343,9.733781035067363e-10,3.0140731,1.5624915,12.015619,9.511413,8.1100235
869,27/5/2018,15:26:22,51.541828,-0.022067,4.09,9.6,522,0.1486217620583746,6.358536585365854,29.389011966382697,2.718493341566904,5.796508619203851,1.0565977102793364e-09,3.0471601,2.244708,12.203796,8.965766,8.465318
870,27/5/2018,15:26:23,51.54184,-0.02205,4.63,9.6,525,0.2080202437752321,6.365853658536586,30.669545762786157,2.8042388893901564,5.942242566761619,1.1176328419753921e-09,2.4963498,3.0871816,12.090713,7.96196,8.495749
871,27/5/2018,15:26:24,51.541847,-0.022037,4.96,9.6,526,0.2278197376808514,6.373170731707318,32.33815992187453,2.747022652890952,5.965843333920398,1.155587087048034e-09,2.4177551,3.16265,12.058706,7.8672605,8.488735
872,27/5/2018,15:26:25,51.541851,-0.022018,5.09,9.6,523,0.1684212559639938,6.380487804878049,34.00677408096271,2.689806416391753,5.989444101079172,1.1935413321206716e-09,2.8478003,2.5120711,12.17378,8.627597,8.465684
873,27/5/2018,15:26:26,51.541862,-0.022001,5.52,9.6,521,0.1288222681527554,6.387804878048781,35.05935411427804,2.734878520473857,6.172261049676586,1.437994968056768e-09,2.8188326,2.0474708,12.023034,9.010055,8.200787
874,27/5/2018,15:26:27,51.54187,-0.021978,5.54,9.6,523,0.1684212559639938,6.3951219512195125,34.782829494374546,3.0006395502969343,6.698589759659365,2.127974736070393e-09,2.5231607,2.251154,11.882591,8.685951,8.043527
875,27/5/2018,15:26:28,51.541878,-0.02196,5.07,9.6,525,0.2080202437752321,6.402439024390245,34.50630487447102,3.266400580120044,7.224918469642207,2.817954504084102e-09,1.9466355,3.0430624,11.806225,7.722256,8.170456
876,27/5/2018,15:26:28,51.541878,-0.02196,5.07,11.5,528,0.2674187254920898,6.409756097560976,33.80612827255938,3.478493954813456,7.67046878645805,3.3779380586722606e-09,1.9122763,3.793494,11.843137,7.0669208,8.584188
877,27/5/2018,15:26:29,51.541885,-0.021946,4.61,11.5,521,0.1288222681527554,6.417073170731708,30.57342447440401,3.369770239190795,7.633138139057931,3.1608239956637032e-09,2.3416622,1.420766,11.5553665,9.381813,7.535009
878,27/5/2018,15:26:29,51.541885,-0.021946,4.61,11.5,521,0.1288222681527554,6.424390243902439,27.34072067624904,3.261046523568147,7.595807491657815,2.9437099326551715e-09,2.320489,1.3829255,11.555062,9.386472,7.5205455
879,27/5/2018,15:26:30,51.541897,-0.021931,4.46,11.5,521,0.1288222681527554,6.431707317073171,24.108016878094062,3.1523228079454992,7.558476844257701,2.72659586964664e-09,2.2724416,1.282036,11.546759,9.491628,7.440247
880,27/5/2018,15:26:30,51.541897,-0.021931,4.46,11.6,524,0.1882207498696129,6.439024390243903,19.71802204338505,3.597087134710672,7.634278795761804,2.926714299773108e-09,1.7897416,1.6483845,11.416399,9.022896,7.1866274
881,27/5/2018,15:26:31,51.541904,-0.021919,4.59,11.6,521,0.1288222681527554,6.446341463414634,15.29213242746171,4.059018562541153,7.713589691652118,3.1397737003069727e-09,2.0701702,0.9836264,11.324432,9.655709,7.1466274
882,27/5/2018,15:26:32,51.541912,-0.021904,4.61,11.6,519,0.089223280341517,6.453658536585366,10.866242811537829,4.520949990371691,7.79290058754244,3.352833100840863e-09,1.897996,0.16887146,11.049472,10.305582,6.8530183
883,27/5/2018,15:26:33,51.541924,-0.02189,5.24,11.6,518,0.0694237864358978,6.4609756097560975,7.789397510853288,6.084527994684473,9.428662824270033,7.217295321669497e-09,1.083069,-0.65189475,10.354184,10.664324,6.0499325
884,27/5/2018,15:26:34,51.541935,-0.021877,5.07,11.6,515,0.0100253047190402,6.46829268292683,5.05717427285789,7.929528715251928,11.462030584772076,1.2014531920201349e-08,-0.20221408,-2.7847993,9.125638,11.688769,4.184422
885,27/5/2018,15:26:34,51.541935,-0.021877,5.07,11.8,516,0.0298247986246594,6.475609756097561,2.324951034862824,9.77452943581916,13.495398345273877,1.6811768518732616e-08,-2.626485,-1.9010807,9.614654,10.911688,2.6785433
886,27/5/2018,15:26:35,51.541943,-0.021864,4.96,11.8,514,-0.0097741891865789,6.482926829268293,1.1971155882006626,10.270611593753252,15.074737502799527,1.990777387011629e-08,-2.8582265,-1.9351603,9.316119,10.960013,2.5093284
887,27/5/2018,15:26:35,51.541943,-0.021864,4.96,11.5,514,-0.0097741891865789,6.490243902439024,1.039619482585188,9.95086309262735,16.379478575118732,2.1974868620058423e-08,-2.8688862,-1.7729654,9.203017,10.789694,2.437527
888,27/5/2018,15:26:36,51.54195,-0.02185,4.74,11.5,512,-0.0493731769978173,6.4975609756097565,0.8821233769696942,9.631114591501406,17.684219647438095,2.40419633700008e-08,-3.1596143,-1.5506325,9.001892,10.542648,2.0215285
889,27/5/2018,15:26:36,51.54195,-0.02185,4.74,11.5,514,-0.0097741891865789,6.504878048780488,0.8829985590362031,9.886930998630143,18.024074952847062,2.559474011102944e-08,-3.1393716,-1.4457295,9.026803,10.410488,1.9596986
890,27/5/2018,15:26:37,51.541962,-0.021837,4.2,11.5,512,-0.0493731769978173,6.51219512195122,1.0776456695606695,10.846967999388132,17.18336414344824,2.6518233641152346e-08,-3.5052106,-1.4674197,9.279359,10.471907,1.726901
891,27/5/2018,15:26:37,51.541962,-0.021837,4.2,11.6,513,-0.0295736830921981,6.519512195121951,1.2722927800851125,11.807005000146,16.34265333404952,2.7441727171275132e-08,-3.7418678,-1.3554387,9.464016,10.417074,1.565498
892,27/5/2018,15:26:38,51.541969,-0.02182,4.8,11.6,511,-0.0691726709034365,6.526829268292683,1.3821175896857805,13.650073099802317,15.73632885099508,2.98606599971682e-08,-4.151317,-1.239726,9.747134,10.350077,1.2714376
893,27/5/2018,15:26:39,51.541973,-0.021805,4.98,11.6,511,-0.0691726709034365,6.534146341463415,1.2698174788696062,17.805542660302816,15.743793943547852,3.619571312330559e-08,-5.43479,-0.62625736,10.559082,9.694725,0.16199824
894,27/5/2018,15:26:40,51.541981,-0.021789,5.17,11.6,516,0.0298247986246594,6.541463414634147,1.1575173680534183,21.96101222080382,15.751259036100622,4.253076624944376e-08,-5.930275,-0.32019883,10.838723,9.213685,-0.28797722
895,27/5/2018,15:26:40,51.541981,-0.021789,5.17,11.3,518,0.0694237864358978,6.548780487804878,1.0313082759583756,25.764072303157896,15.85106572498278,4.957694207822541e-08,-6.8452435,3.4027858,10.867813,5.873338,-1.5907165
896,27/5/2018,15:26:41,51.541988,-0.021773,5.04,11.3,514,-0.0097741891865789,6.55609756097561,0.7839011002967802,26.496357285187823,16.755505354567784,6.281959678731832e-08,-6.8425426,3.4427702,10.84265,5.8328986,-1.5842171
897,27/5/2018,15:26:41,51.541988,-0.021773,5.04,11.0,514,-0.0097741891865789,6.5634146341463415,0.5364939246352147,27.228642267217666,17.659944984152677,7.606225149640962e-08,-6.8484173,3.456883,10.885464,5.814616,-1.6324573
898,27/5/2018,15:26:42,51.541996,-0.021757,4.74,11.0,513,-0.0295736830921981,6.570731707317074,0.2890867489736193,27.960927249247597,18.56438461373768,8.93049062055025e-08,-6.831598,3.4892159,10.835033,5.7528744,-1.599531
899,27/5/2018,15:26:42,51.541996,-0.021757,4.74,11.1,514,-0.0097741891865789,6.578048780487805,0.2263500594374954,28.226836705516387,20.92308249202501,9.868299894148444e-08,-6.757404,3.5348043,10.755571,5.7163563,-1.5353072
900,27/5/2018,15:26:43,51.542,-0.021743,4.46,11.1,515,0.0100253047190402,6.585365853658537,0.1776085636782898,28.45740204160237,23.39199086696155,1.0776821708331136e-07,-6.459979,3.8444245,10.52686,5.3402004,-1.4183776
901,27/5/2018,15:26:44,51.542007,-0.021728,4.17,11.1,514,-0.0097741891865789,6.592682926829268,0.12886706791909,28.687967377688327,25.86089924189779,1.1685343522513721e-07,-6.317332,4.0207725,10.43835,5.1250615,-1.3655018
902,27/5/2018,15:26:45,51.542019,-0.021714,4.82,11.1,515,0.0100253047190402,6.6000000000000005,0.1713047346565922,26.46342301489203,26.855476743292048,1.0717104745316842e-07,-6.1913514,3.847936,10.309481,5.297652,-1.2333132
903,27/5/2018,15:26:45,51.542019,-0.021714,4.82,11.2,516,0.0298247986246594,6.607317073170732,0.2431450381608154,23.447176943919985,27.37462527646881,9.14366508169571e-08,-5.8353252,3.474183,9.997271,5.6927714,-0.9819183
904,27/5/2018,15:26:46,51.542027,-0.0217,5.0,11.2,514,-0.0097741891865789,6.614634146341464,0.3149853416650474,20.430930872947577,27.89377380964564,7.570225418074385e-08,-5.5490093,2.4678273,9.823374,6.8218613,-0.74618787
905,27/5/2018,15:26:46,51.542027,-0.0217,5.0,11.2,517,0.0496242925302786,6.621951219512195,0.3960581170210493,20.002022652848517,26.64379567793817,6.703201823386758e-08,-5.6825566,2.4601245,9.895234,6.813349,-0.76876533
906,27/5/2018,15:26:47,51.542034,-0.021684,4.63,11.2,515,0.0100253047190402,6.629268292682927,0.4837409111347531,21.425527524424545,24.12720545930986,6.341939149647402e-08,-5.98052,2.4053838,10.2136755,6.9307456,-0.95033807
907,27/5/2018,15:26:47,51.542034,-0.021684,4.63,11.4,517,0.0496242925302786,6.636585365853659,0.5714237052484464,22.849032396000407,21.61061524068185,5.98067647590809e-08,-6.31347,2.8555908,10.433488,6.4422827,-1.1892425
908,27/5/2018,15:26:48,51.542042,-0.02167,4.67,11.4,514,-0.0097741891865789,6.643902439024391,0.6539147527229722,23.51574596510122,19.30603974314032,5.590771359550494e-08,-6.0066814,0.07216861,10.809736,8.888614,-0.4427888
909,27/5/2018,15:26:49,51.542049,-0.021656,4.46,11.4,513,-0.0295736830921981,6.651219512195122,0.7289153444665929,23.09058966021009,17.30735106808276,5.1595420100653866e-08,-5.9681773,-0.15661572,10.853839,9.099738,-0.36201137
910,27/5/2018,15:26:50,51.542057,-0.021642,4.52,11.4,511,-0.0691726709034365,6.658536585365854,0.8039159362102227,22.665433355318907,15.30866239302496,4.7283126605802246e-08,-5.9285874,-0.24707471,10.8478155,9.223199,-0.28367501
911,27/5/2018,15:26:51,51.542065,-0.021628,4.2,11.4,514,-0.0097741891865789,6.6658536585365855,0.8624703619918765,21.48964253959869,14.06969344480081,4.317508246686208e-08,-5.8615084,-0.41595834,10.83559,9.333542,-0.20174009
912,27/5/2018,15:26:52,51.542072,-0.021614,4.65,11.4,516,0.0298247986246594,6.673170731707318,0.8677775598608144,17.883546267293298,15.290444867758517,3.972832996454765e-08,-5.408513,-0.61635107,10.503503,9.694301,0.17431809
913,27/5/2018,15:26:52,51.542072,-0.021614,4.65,11.3,517,0.0496242925302786,6.680487804878049,0.8730847577297516,14.277449994988334,16.51119629071607,3.6281577462233636e-08,-4.502396,-0.76759607,9.882362,9.912755,0.7923076
914,27/5/2018,15:26:53,51.54208,-0.021598,5.2,11.3,515,0.0100253047190402,6.687804878048781,0.9695972274115096,10.7708889237455,17.48286795799974,3.2504853770065315e-08,-3.3316011,-1.3592542,9.203485,10.37321,1.8551569
915,27/5/2018,15:26:53,51.54208,-0.021598,5.2,11.2,517,0.0496242925302786,6.695121951219512,2.4322060509840515,8.75519205972153,14.723758067473378,2.3785735516829696e-08,-1.9340129,-1.6087086,9.390293,10.646099,3.163797
916,27/5/2018,15:26:54,51.542084,-0.021582,4.76,11.2,515,0.0100253047190402,6.7024390243902445,3.8948148745567712,6.739495195697313,11.964648176946682,1.5066617263593022e-08,0.11017916,-3.089485,8.875673,11.89239,4.5482473
917,27/5/2018,15:26:55,51.542091,-0.02157,5.0,11.2,517,0.0496242925302786,6.709756097560976,5.357423698129313,4.723798331673341,9.20553828642032,6.347499010357407e-09,1.379671,-0.53535366,10.393026,10.7311535,6.2436705
918,27/5/2018,15:26:56,51.542103,-0.02156,4.5,11.2,520,0.1090227742471362,6.717073170731708,8.589988499653,4.080720596936955,8.03450638256385,4.254872377458126e-09,1.984748,0.33663052,11.129796,10.193997,6.9666643
919,27/5/2018,15:26:57,51.54211,-0.02155,4.56,11.2,521,0.1288222681527554,6.724390243902439,12.043120749635523,3.6086951950410593,7.06137675076269,2.988022411968828e-09,2.282292,0.830316,11.406686,9.822117,7.290924
920,27/5/2018,15:26:58,51.542118,-0.021541,4.83,11.2,521,0.1288222681527554,6.731707317073171,15.496252999618466,3.136669793145105,6.088247118961412,1.7211724464793767e-09,2.682669,1.2290388,11.8565855,9.600848,7.892985
921,27/5/2018,15:26:59,51.54213,-0.021533,4.61,11.2,521,0.1288222681527554,6.739024390243903,19.01896617352599,2.818353128901808,5.746499755529558,1.2995624497923203e-09,2.8545923,1.4250834,11.927594,9.537529,7.9991813
922,27/5/2018,15:26:59,51.54213,-0.021533,4.61,10.1,523,0.1684212559639938,6.746341463414635,22.569305986711445,2.561065488267104,5.655438488092227,1.2135493150583654e-09,3.2002013,2.556933,12.357183,8.685563,8.702312
923,27/5/2018,15:27:0,51.542137,-0.021527,4.2,10.1,521,0.1288222681527554,6.753658536585366,26.119645799896468,2.3037778476324324,5.564377220654908,1.1275361803244212e-09,3.0680335,1.6553621,12.11071,9.40041,8.24355
924,27/5/2018,15:27:0,51.542137,-0.021527,4.2,10.2,523,0.1684212559639938,6.760975609756098,30.2258689392635,2.386352699614584,5.66700527206474,1.1016821740314916e-09,3.1307902,2.6143131,12.356582,8.618475,8.710099
925,27/5/2018,15:27:1,51.542149,-0.021523,5.11,10.2,522,0.1486217620583746,6.7682926829268295,34.80106053692182,2.7556510089966118,5.933038442802909,1.1265811448263314e-09,2.908897,2.2868772,12.127972,8.842514,8.370523
926,27/5/2018,15:27:1,51.542149,-0.021523,5.11,10.1,525,0.2080202437752321,6.775609756097562,39.376252134580696,3.1249493183786834,6.19907161354111,1.1514801156211744e-09,2.3588114,3.1454852,12.001381,7.874928,8.425961
927,27/5/2018,15:27:2,51.54216,-0.021515,5.91,10.1,527,0.2476192315864706,6.782926829268293,41.01558987505556,3.3657295445741617,6.404658671120941,1.198509794494704e-09,2.0241723,3.775508,11.9152355,7.1462073,8.616257
928,27/5/2018,15:27:2,51.54216,-0.021515,5.91,9.7,529,0.287218219397709,6.790243902439025,37.6347498195925,3.3867496399951063,6.506885599113359,1.2833819868956695e-09,1.9695238,3.9041636,11.883884,7.0450554,8.633242
929,27/5/2018,15:27:3,51.542168,-0.021511,4.3,9.7,523,0.1684212559639938,6.797560975609756,34.25390976412985,3.407769735416048,6.609112527105766,1.3682541792966242e-09,2.5693362,2.3201103,11.917143,8.653316,8.09856
930,27/5/2018,15:27:4,51.542179,-0.021509,4.26,9.7,521,0.1288222681527554,6.8048780487804885,30.301310571409683,3.3638007134126577,6.659141077715465,1.474563680339505e-09,2.5046546,1.469157,11.698542,9.373285,7.707052
931,27/5/2018,15:27:5,51.542191,-0.021505,4.69,9.7,521,0.1288222681527554,6.81219512195122,23.99760599279901,3.052592824473691,6.494526996135627,1.6690245873202012e-09,2.6108837,1.4118079,11.792899,9.494192,7.816331
932,27/5/2018,15:27:6,51.542198,-0.021505,4.3,9.7,520,0.1090227742471362,6.819512195121952,17.693901414187565,2.7413849355346867,6.329912914555768,1.8634854943009216e-09,2.7412908,1.2261767,11.829679,9.717468,7.8551016
933,27/5/2018,15:27:7,51.54221,-0.021508,3.98,9.7,519,0.089223280341517,6.826829268292683,11.490466616707094,2.446514392855273,6.191425976337453,2.083344885949918e-09,2.7329488,1.1728345,11.852223,9.721677,7.8822875
934,27/5/2018,15:27:7,51.54221,-0.021508,3.98,9.1,519,0.089223280341517,6.834146341463415,9.698902188959174,2.870487085596848,7.20253334602731,3.4207376030052596e-09,2.2302155,0.6617282,11.347825,10.02506,7.2528634
935,27/5/2018,15:27:8,51.542213,-0.021509,3.04,9.1,516,0.0298247986246594,6.841463414634147,7.907337761211473,3.294459778338372,8.213640715717043,4.758130320060439e-09,1.8576461,-0.086461544,10.86382,10.550203,6.7735205
936,27/5/2018,15:27:9,51.542225,-0.021514,3.72,9.1,518,0.0694237864358978,6.848780487804879,6.115773333463554,3.718432471079948,9.2247480854069,6.095523037115781e-09,1.6160027,-0.12617226,10.679817,10.476247,6.5536804
937,27/5/2018,15:27:10,51.542229,-0.02152,3.32,9.1,520,0.1090227742471362,6.85609756097561,5.057044447229261,4.418599926174822,9.949610445926147,6.858064972093121e-09,1.2680796,0.06974453,10.656777,10.208453,6.3422112
938,27/5/2018,15:27:11,51.54224,-0.021523,3.69,9.1,518,0.0694237864358978,6.863414634146342,4.128829459750492,5.167956118999646,10.623494176139102,7.518229207680083e-09,0.9923228,-0.63420755,10.299163,10.628829,5.982442
939,27/5/2018,15:27:11,51.54224,-0.021523,3.69,8.5,518,0.0694237864358978,6.8707317073170735,3.2006144722718344,5.917312311824379,11.297377906351976,8.178393443266963e-09,0.68571967,-0.74220175,10.158138,10.573859,5.6831594
940,27/5/2018,15:27:12,51.542248,-0.02153,3.35,8.5,515,0.0100253047190402,6.878048780487806,2.4150444300412635,9.234710097310538,13.802349453745489,2.0561793228267785e-08,-2.465604,-1.9881822,9.424202,11.041932,2.9654388
941,27/5/2018,15:27:12,51.542248,-0.02153,3.35,8.2,516,0.0298247986246594,6.885365853658537,1.69801930666658,13.786124288221597,17.187210334953388,3.85785382962964e-08,-4.470484,-0.74491733,9.854665,9.876206,0.7755665
942,27/5/2018,15:27:13,51.542255,-0.021535,3.8,8.2,514,-0.0097741891865789,6.892682926829269,0.9809941832918092,18.337538479133208,20.572071216161703,5.6595283364327227e-08,-5.6654863,0.6301808,10.207129,8.46271,-0.48492005
943,27/5/2018,15:27:13,51.542255,-0.021535,3.8,8.0,516,0.0298247986246594,6.9,0.6539702449226779,19.144498842484516,21.212347766014883,5.92363764463638e-08,-5.665418,0.7332038,10.184948,8.350177,-0.5240938
944,27/5/2018,15:27:14,51.542267,-0.021544,4.59,8.0,513,-0.0295736830921981,6.9073170731707325,0.7137767502174946,16.23744809232189,19.13035367826467,4.662682284310998e-08,-5.0091147,-0.12175074,10.007412,9.38508,0.22580688
945,27/5/2018,15:27:15,51.542274,-0.02155,3.63,8.0,512,-0.0493731769978173,6.914634146341464,0.7735832555123041,13.33039734215962,17.048359590514707,3.401726923985769e-08,-4.057779,-1.0456272,9.633277,10.190735,1.203094
946,27/5/2018,15:27:16,51.542282,-0.021552,3.04,8.0,512,-0.0493731769978173,6.921951219512196,0.8529308541882507,10.904372815467267,15.771504451502114,2.5327704184629666e-08,-3.457195,-1.6493975,9.377026,10.6656,1.8611083
947,27/5/2018,15:27:17,51.542294,-0.021559,3.7,8.0,513,-0.0295736830921981,6.929268292682927,0.9721965741638812,9.46097821445593,16.139369676492038,2.4645806627916825e-08,-2.7340293,-1.9699483,9.138429,10.931567,2.5721822
948,27/5/2018,15:27:17,51.542294,-0.021559,3.7,7.5,515,0.0100253047190402,6.936585365853659,1.0914622941395262,8.017583613444417,16.507234901482004,2.396390907120389e-08,-2.1681728,-1.9029932,8.932752,10.782252,2.9399307
949,27/5/2018,15:27:18,51.542301,-0.021563,4.02,7.5,512,-0.0493731769978173,6.943902439024391,1.233265684542778,6.768705211158086,16.72300514349231,2.2832343212616803e-08,-1.7360466,-2.7670255,8.16288,11.110014,3.172036
950,27/5/2018,15:27:18,51.542301,-0.021563,4.02,7.3,513,-0.0295736830921981,6.951219512195123,1.4976985806417842,6.578207060551359,16.111212810147276,1.925409140381268e-08,-1.565443,-2.7628875,8.184759,11.123842,3.3662176
951,27/5/2018,15:27:19,51.542316,-0.021569,4.22,7.3,512,-0.0493731769978173,6.958536585365854,1.762131476740758,6.387708909944655,15.49942047680232,1.5675839595008993e-08,-1.4885896,-3.0884962,8.023106,11.392512,3.4074483
952,27/5/2018,15:27:19,51.542316,-0.021569,4.22,7.1,513,-0.0295736830921981,6.965853658536585,2.0265643728397325,6.19721075933795,14.887628143457365,1.2097587786205309e-08,-0.97739446,-3.3130379,8.080793,11.5432,3.9527087
953,27/5/2018,15:27:20,51.542328,-0.021577,4.59,7.1,510,-0.0889721648090557,6.9731707317073175,1.9376991469038167,6.250174166030946,15.38527583653445,1.2252953475396412e-08,-1.6995661,-3.6011288,7.8868012,11.828572,3.072572
954,27/5/2018,15:27:20,51.542328,-0.021577,4.59,7.0,513,-0.0295736830921981,6.980487804878049,1.842306472985756,6.307635707731774,15.90342126682016,1.2477300550231618e-08,-1.4893557,-2.8973846,8.131737,11.201588,3.4463398
955,27/5/2018,15:27:21,51.542336,-0.021585,4.41,7.0,512,-0.0493731769978173,6.987804878048781,1.7469137990676833,6.365097249432609,16.42156669710593,1.2701647625066852e-08,-1.6233064,-2.9111156,8.067438,11.2193575,3.291376
956,27/5/2018,15:27:21,51.542336,-0.021585,4.41,6.9,514,-0.0097741891865789,6.995121951219512,1.624293145723643,6.343984503031374,17.108265662038956,1.3180208364418022e-08,-1.6853387,-2.5463884,8.1499,10.916397,3.2370882
957,27/5/2018,15:27:22,51.542351,-0.02159,5.28,6.9,512,-0.0493731769978173,7.002439024390244,1.4952218846883545,6.304256643872972,17.834896812536417,1.3718995115912432e-08,-1.8383566,-2.5028405,8.032694,10.846155,3.0578089
958,27/5/2018,15:27:22,51.542351,-0.02159,5.28,7.1,514,-0.0097741891865789,7.009756097560976,1.3661506236530814,6.264528784714575,18.56152796303379,1.4257781867406777e-08,-1.8871455,-2.4364645,8.08533,10.750305,2.9781346
959,27/5/2018,15:27:23,51.542362,-0.021597,4.78,7.1,512,-0.0493731769978173,7.017073170731708,1.4901350295489362,6.088793945168487,17.77537223958396,1.3644987348941316e-08,-1.8213425,-2.5415878,8.056831,10.869504,3.0860443
960,27/5/2018,15:27:23,51.542362,-0.021597,4.78,6.8,514,-0.0097741891865789,7.024390243902439,1.7595315706439123,5.834906082376583,16.119931223654447,1.2370465340430182e-08,-1.501005,-2.6519842,8.182836,11.029358,3.4590456
961,27/5/2018,15:27:24,51.542374,-0.021601,4.76,6.8,511,-0.0691726709034365,7.031707317073171,2.0289281117389217,5.5810182195846485,14.464490207724737,1.109594333191889e-08,-0.9972367,-3.69844,7.9029865,11.917383,3.8342874
962,27/5/2018,15:27:24,51.542374,-0.021601,4.76,6.7,512,-0.0493731769978173,7.039024390243903,2.1400762482478144,5.23092614363626,13.113713518707684,9.964152517141736e-09,0.045392245,-4.035018,7.9877625,12.377787,4.704922
963,27/5/2018,15:27:25,51.542381,-0.021608,3.37,6.7,511,-0.0691726709034365,7.046341463414635,2.0667048796057297,4.768658821109475,12.118179026198463,8.9987879567478e-09,0.37824896,-4.2264333,8.026635,12.755081,4.8780255
964,27/5/2018,15:27:25,51.542381,-0.021608,3.37,6.4,513,-0.0295736830921981,7.053658536585366,1.9933335109636543,4.306391498582746,11.12264453368937,8.033423396353982e-09,1.1465719,-4.52727,7.9196353,13.012942,5.71852
965,27/5/2018,15:27:26,51.542389,-0.021613,3.09,6.4,512,-0.0493731769978173,7.060975609756098,1.87131246322446,3.978820885906196,10.602694656672828,7.865692158156669e-09,1.796842,-5.1279483,7.601701,13.48638,6.4049706
966,27/5/2018,15:27:26,51.542389,-0.021613,3.09,6.4,513,-0.0295736830921981,7.068292682926829,1.6291851285481598,3.983789397495347,11.256867679361909,9.667157396571853e-09,1.1904205,-4.5968776,7.8893228,13.039352,5.739912
967,27/5/2018,15:27:27,51.542397,-0.02162,3.41,6.4,513,-0.0295736830921981,7.0756097560975615,1.3870577938718305,3.988757909084499,11.911040702051064,1.1468622634987254e-08,0.999929,-4.4799824,7.9001975,12.975685,5.585923
968,27/5/2018,15:27:27,51.542397,-0.02162,3.41,6.3,514,-0.0097741891865789,7.082926829268293,1.1714061355082004,4.063419582418113,12.618685408226847,1.3077048235943242e-08,0.48564133,-4.194412,7.9592175,12.597359,5.182928
969,27/5/2018,15:27:28,51.542408,-0.021623,2.48,6.3,512,-0.0493731769978173,7.090243902439025,1.1597216940007915,4.674993705770163,13.738273149685313,1.3198306629894081e-08,0.017115552,-4.1665354,7.8537507,12.367145,4.7190723
970,27/5/2018,15:27:28,51.542408,-0.021623,2.48,6.3,513,-0.0295736830921981,7.097560975609756,1.1480372524933844,5.286567829122138,14.85786089114364,1.3319565023844904e-08,-0.7517361,-3.5982976,7.9470534,11.782002,4.166088
971,27/5/2018,15:27:29,51.542416,-0.021629,3.76,6.3,512,-0.0493731769978173,7.104878048780488,1.1363528109859755,5.8981419524741865,15.977448632602108,1.3440823417795745e-08,-1.5039276,-3.0392485,8.001442,11.34244,3.4266076
972,27/5/2018,15:27:29,51.542416,-0.021629,3.76,6.3,514,-0.0097741891865789,7.11219512195122,1.1964475400064416,6.3038469213647605,17.27728594913746,1.4152832013551892e-08,-1.731453,-2.5042017,8.128212,10.890767,3.181957
973,27/5/2018,15:27:30,51.542427,-0.021636,3.28,6.3,512,-0.0493731769978173,7.119512195121952,1.261002535403641,6.696759442796093,18.58832374504913,1.490154907560523e-08,-1.9434929,-2.3592448,8.085685,10.670117,2.8401597
974,27/5/2018,15:27:30,51.542427,-0.021636,3.28,6.4,514,-0.0097741891865789,7.126829268292683,1.3255575308008325,7.089671964227378,19.89936154096064,1.5650266137658478e-08,-2.3504615,-1.5648571,8.258891,10.306481,2.536064
975,27/5/2018,15:27:31,51.542431,-0.021643,2.3,6.4,512,-0.0493731769978173,7.134146341463415,1.6053851954809444,7.314007234247381,19.836064612611995,1.5571205687356493e-08,-2.2873073,-1.7304634,8.166889,10.379889,2.5166059
976,27/5/2018,15:27:31,51.542431,-0.021643,2.3,6.2,514,-0.0097741891865789,7.1414634146341465,1.9502056321901493,7.487447502561985,19.357843561646675,1.5242231695634903e-08,-2.3533633,-1.5650774,8.273298,10.289805,2.498086
